Facility Name,Facility RRID,Institution Name,City,State,Country,Website,Services,Description
Protein Facility,RRID:SCR_017780,Iowa State University,Ames,IA,United States of America,http://www.protein.iastate.edu,"2D-PAGE,Glycoproteomics,HPLC,Mass Spectrometry,Mass Spectrometry - Proteins And Peptides,Peptide Purification And Analysis,Peptide Synthesis,Phosphoproteomics,Phosphor Imaging,Protein Extraction/Purification,Proteomics,Proteomics Analysis,Quantitative Phosphoproteomics,Quantitative Proteomics - TMT,SDS-PAGE,Sequencing - Protein Sequencing,Western Blot","The Protein Facility of the Iowa State University Office of Biotechnology is open to faculty and students from the university, other educational institutions, and industry scientists. The facility offers protein/peptide sequencing (Edman degradation, N-terminal sequencing), large and small scale peptide synthesis (Fmoc), matrix-assisted laser desorption/ionization (MALDI) mass spectrometry, SDS-PAGE/electroblotting, 2-D gel electrophoresis, isoelectric focusing (IEF), in-gel and solution digestion, tandem mass spectrometry (LC-MS/MS), ion mobility mass spectrometry (IM-MS), digital image..."
W.M. Keck Metabolomics Research Laboratory,RRID:SCR_017911,Iowa State University,Ames,IA,United States of America,https://www.biotech.iastate.edu/metabolomics/,"Amino Acid Analysis,Biochemical Analysis,HPLC,HRAM Mass Spectrometry,Imaging Mass Spectrometry,Lipidomics,Mass Spectrometry,Mass Spectrometry - Small Molecules,Metabolomics,Metabolomics Platform,Molecular Imaging,Untargeted Mass Spectrometry",The W.M. Keck Metabolomics Research Laboratory focuses on GC-MS and LC-MS based non-targeted (total) and custom targeted metabolomic studies as well as high resolution MALDI-MS imaging.
Scientific Instrument Services,RRID:SCR_023917,Jackson Laboratory,Bar Harbor,ME,United States of America,https://www.jax.org/research-and-faculty/resources/scientific-research-services,"3D Printing,Automated Liquid Handling,Cold Storage,Electronic Design,Electronic Medical Device Prototyping,Electronics & Fabrication Shop,Electronics Repair,Fabrication,Glass Washing/Autoclaving,Machining,Protocol Development,Shared Instrumentation Oversight & Maintenance","Scientific Instrument Services provides technical support functions including the repair and maintenance of lab equipment; custom design and fabrication of new fixtures and devices using CAD, 3-D printing, and traditional machining; protocol development and performance optimization of a wide variety of automated liquid handlers deployed in many of our institutions core services."
JMU-Light Microscopy and Imaging Facility,RRID:SCR_021904,James Madison University,Harrisonburg,VA,United States of America,https://www.jmu.edu/microscopy/index.shtml,"Cell Sorting,Confocal Microscope With FCS/FLIM Capabilities ,Consultation,Fluorescence Microscope With Optical Sectioning Capability,Microscopy,Widefield Microscopy",Light microscopy and flow cytometry core facility
Genetic Resources Core Facility,RRID:SCR_018669,Johns Hopkins University,Baltimore,MD,United States of America,http://grcf.jhmi.edu,"10x Genomics,Assay Development,Assays and Measurements,BioBanking,Biorepository,Bioshipping,Bisulfite Conversion,Blood Processing,Capillary Electrophoresis,CDNA Synthesis,Cell Culture,Cell Line Authentication,Cell Lines For SARS-CoV-2 Research,Central Laboratory Supply,ChIP-Seq,Clinical Trial Support,Consultations,Copy Number Variation (CNV),Digital PCR,DNA Analysis,DNA Isolation,FFPE Na Isolation,FFPE Restore,Gene Expression Arrays,Genomics,Genotyping,Genotyping-by-sequencing,High Content Screening,Imputation,Long Read Sequencing,Methylation Analysis,Micro RNA Profiling,Microarray,Microbiome,Molecular Library Services,Mycoplasma Detection,Nanopore Sequencing,Non - Human Genotyping,Nucleic Acid Extraction,oligo synthesis,ONT Sequencing,OpenArray,PCR Arrays,Pyrosequencing,Real-time qPCR,Repository,RNA analysis,RNA Integrity,RNA Isolation,RNAseq,Sample Preparation,Sequencing - Capillary Sequencing,Sequencing - DNA Sequencing,Sequencing - Next Generation Sequencing (NGS),Sequencing - Pyrosequencing,Single-cell S","The Genetic Resources Core Facility (GRCF)
 
 A Part of the Johns Hopkins community for more than 30 years 
 
 A JHU service center which encompasses the Core Store, BioBank & Cell Center, and DNA Services. Collectively, these groups produce a number of products and services to aid researchers in performing studies in molecular biology and genetics.
 
 JHU BioBank & Cell Center
 
 Facilitates CAP-accredited clinical and basic scientific research by providing expertise and service in blood and biomaterial processing, mammalian cell culture, single-cell genomics, cryogenic storage, and..."
Johns Hopkins Transgenic Mouse Core,RRID:SCR_017809,Johns Hopkins University,Baltimore,MD,United States of America,http://www.hopkinsmedicine.org/core/home.htm,Transgenics,"Services include: 
 
 DNA microinjection
 
 CRISPR targeting
 
 Sperm and Embryo Cryo
 
 IVF"
The Synthesis & Sequencing Facility,RRID:SCR_017908,Johns Hopkins University,Baltimore,MD,United States of America,http://biolchem.bs.jhmi.edu/tssf/,"HPLC,oligo synthesis,Peptide Synthesis,Sequencing - Capillary Sequencing,Sequencing - DNA Sequencing","Full service CORE that provides Peptide Synthesis & Purification, Sanger Sequencing, and Oligonucleotide Synthesis & Purification"
Live Cell Imaging core facility,RRID:SCR_023198,Karolinska Institutet,Huddinge,,Sweden,https://ki.se/en/research/the-live-cell-imaging-core-facility,"3D & 4D Image Processing Stations,3D Visualization,Bioimage Informatics,Cell Imaging,Confocal Microscopy,Confocal/ Super Resolution Microscope,Fluorescence Microscope With Optical Sectioning Capability,Image Aquisition,Image Data Management,Image Processing And Analysis,Immunofluorescence ,In-vivo Imaging,Laser Capture Microdissection,Light-sheet Microscopy,Live Cell Imaging,Microscopy,Molecular Imaging,Multiplex Fluorescence,Optical Imaging,Scanning 20X Brightfield,Scanning 20X Flourescent,Scanning 20X Fluorescent,Scanning 40X Brightfield,Scanning 40X Fluorescent,Single-molecule Imaging,Spinning Disk Confocal Imaging,Stereomicroscopy,Super-resolution Microscopy,TIRF Microscopy,Whole Plant Imaging,Whole Slide Imaging,Widefield Microscopy",The Live Cell Imaging core facility at the Karolinska Institute offers high end light microscopy equipment and expertise. We have also a strong education profile and run a yearly doctoral course as well as Train- the- trainer courses.
Research Core Facility,RRID:SCR_024775,Louisiana State University Health Sciences Center Shreveport,Shreveport,LA,United States,https://research.lsuhs.edu/cores/research-core-facilities,"10x Genomics,Cell Sorting,Confocal/ Super Resolution Microscope,Flow Cytometry,High Performance Computing,Mass Spectrometry,Metabolic Cages,Real-time qPCR,RNA Integrity,Sequencing - Next Generation Sequencing (NGS),Transmission Electron Microscopy","The Research Core Facility (RCF) at Louisiana State University Health Sciences Center at Shreveport provides investigators, post-doctoral fellows, and graduate and undergraduate students with access to a wide variety of research services, educational and training opportunities, and state-of-the-art technologies. Each technology is staffed by a trained research specialist. These technologies include cellular metabolism, flow cytometry, high-performance computing, mass spectrometry, fluorescence, confocal, and super resolution confocal microscopy, next generation sequencing, real-time PCR,..."
Loyola Flow Cytometry Core,RRID:SCR_025109,Loyola University Chicago,Maywood,IL,United States,https://www.luc.edu/stritch/cancerbiology/corefacilities/,"Analysis Workstations,Blood Cell Count,Cell Imaging,Cell Sorting,Consultations,Data Analysis,FACS Cell Sorting,Flow Cytometric Analysis,Flow Cytometry,Flow Cytometry Data Analysis,Image Processing And Analysis,Imaging Flow Cytometry,Imaging Flow Cytomtry,Live Cell Imaging,Multi-color Flow Cytometry,RNA Flow Cytometry,Spectral Flow Cytometry","Flow Cytometry Core Facility supporting the Loyola Health Sciences Campus research community and nearby laboratories. Conventional, full-spectrum, and cell sorting flow cytometry services available."
Loyola Genomics Facility,RRID:SCR_017857,Loyola University Chicago,Maywood,IL,United States of America,http://ssom.luc.edu/genomics/,"Computational - Bioinformatics,Data Analysis,DNA Analysis,Genomics,Genotyping,Library Services,Nucleic Acid Extraction,RNA analysis,RNA Integrity,Sequencing - DNA Sequencing,Sequencing - Next Generation Sequencing (NGS)","The Loyola Genomics Facility currently provides next-generation sequencing capabilities using the Illumina MiSeq. We are available to guide your next project through all the necessary steps including experimental design, quality control analysis, library preparation, and data analysis."
Network Biology Collaborative Centre Advanced Imaging,RRID:SCR_025389,Lunenfeld-Tanenbaum Research Institute,Toronto,ON,Canada,https://nbcc.lunenfeld.ca/facilities/high-res-imaging,"Bioluminsecence Imaging,Brightfield Microscopy,Cell Imaging,Confocal Microscopy,Confocal/ Super Resolution Microscope,Differential Interference Contrast Microscopy,Fluorescence Lifetime Imaging,Live Cell Imaging,Microscopy,Optical Imaging,Phase Contrast Microscopy,Spinning Disk Confocal Imaging,Super-resolution Microscopy,TIRF Microscopy,Widefield Microscopy","The advanced imaging facility of the Network Biology Collaborative Centre (NBCC) covers all microscopy needs from your everyday workhorse to super-resolution. Directed by Laurence Pelletier, the facility is affiliated with the Nikon Centre of Excellence at the Lunenfeld-Tanenbaum Research Institute where users have access to the newest technologies in advanced microscopy.
 
 Our full-service offerings include consultation on experimental design, advice on appropriate systems, training and support for assisted and unassisted use, as well as help with data analysis and image generation for..."
Network Biology Collaborative Centre Flow Cytometry,RRID:SCR_025384,Lunenfeld-Tanenbaum Research Institute,Toronto,ON,Canada,https://nbcc.lunenfeld.ca,"Flow Cytometric Analysis,Flow Cytometry,Flow Cytometry Data Analysis,Imaging Flow Cytometry,Multi-color Flow Cytometry","The flow cytometry facility of the Network Biology Collaborative Centre (NBCC) provides an extensive variety of state-of-the-art flow cytometry analyzers and cell sorters, with a specialty in image-based flow cytometry and cell sorting.
 
 Our full-service offerings include access to a full suite of analyzers and cell sorters, unassisted and full-service cell sorting. comprehensive training on theory and on instruments, consultation on experiment design, protocol development, data analysis, manuscript preparation and grant submission.
 
 Applications include: 
 - image-based analysis..."
Network Biology Collaborative Centre High-Content Screening,RRID:SCR_025391,Lunenfeld-Tanenbaum Research Institute,Toronto,ON,Canada,https://nbcc.lunenfeld.ca/facilities/high-content-screening,"Cell Imaging,High-content Screening,Image Aquisition,Image Processing And Analysis,Live Cell Imaging","The high-content screening facility of the Network Biology Collaborative Centre provides fast, reliable and high-content optical imaging and analysis of fixed and live cells: more data, more measurements for quicker discoveries.
 
 Our full-service offerings include assistance with selecting the appropriate imaging platform, developing customized imaging assays, training in imaging and data analysis and assistance with image/data preparation for presentations and publications.
 
 Applications:
 Multi-plate based imaging applications including:
 High-resolution cell characterization and..."
